8.206173278715089836e-03,1.329895951639293306e-01
3.516055016634145325e-02,3.074947901404836426e-01
5.152255825318469151e-01,-1.437291461745300869e-01
3.279077711826688946e-01,7.623663372278476347e-01
7.134816702683178802e-01,-1.027521088092889112e+00
2.837008808824624806e-01,8.805478069700599653e-01
6.090329991875208515e-01,-4.253593682816885213e-01
6.368894647667134867e-01,-8.343294400203588035e-01
6.986363199486866904e-01,-9.372700477188519175e-01
5.992196679585425345e-01,-5.404910969851584035e-01
