3.323125450285573379e-01,9.110373774621276510e-01
5.774982425440986500e-01,-2.985551855514847475e-01
3.527881726596686640e-01,7.404505242866350478e-01
1.906892611057209308e-01,9.465113729048572067e-01
6.435577343845244602e-01,-7.519826020305535597e-01
2.415831626415824163e-01,1.029008914308840783e+00
4.183718367877142796e-01,3.962604837974963434e-01
9.275908878194508711e-01,-3.137892806750632868e-01
6.934214934633914362e-01,-9.195961720955567742e-01
9.148574711641788149e-02,5.037800019864231427e-01
4.776425863226338997e-01,1.267667835284463917e-01
8.279672304416859641e-01,-8.277180176969469727e-01
5.649450237578094169e-01,-4.878934341871343228e-01
3.831708999679217520e-03,-6.702426911471380533e-02
5.997939124459071847e-01,-5.827350825139966384e-01
7.343853599208289840e-01,-9.789404811382366178e-01
7.861916300067905983e-02,6.574426853706856200e-01
7.884969444544860373e-01,-8.912660290607943292e-01
9.289684179240413897e-01,-3.555516550645733131e-01
1.697733568944305160e-01,9.170975731161153943e-01
9.446933111016394546e-01,-3.388308060005802980e-01
9.458374818827270936e-01,-3.615036628372052530e-01
3.394609975290729942e-02,9.053978752108560180e-03
1.265557245596505842e-01,7.291395161934614011e-01
2.337042373719931954e-01,8.818918316099235710e-01
1.808186747025541941e-02,-1.196140165499110092e-01
1.167790933132608622e-01,6.411173472073309343e-01
7.892958973783571475e-01,-1.022637497026275266e+00
2.607844397483710663e-01,1.172477147042686907e+00
1.749139100414176529e-02,3.740057321110087929e-03
7.157854633327187521e-03,3.357169540947226027e-02
8.383591625243443923e-01,-6.858766766052712960e-01
8.287602983734418949e-01,-7.674234436350946265e-01
5.968291744501941221e-02,3.167963269597857678e-01
9.541753084491561010e-01,-3.685131336065278762e-01
7.666822737357559259e-01,-9.673236216209811777e-01
8.286395855311872172e-01,-9.045654317833180524e-01
4.444649653158715408e-01,4.011157812248074550e-01
3.523261270294454350e-01,6.718138007677396661e-01
8.646597452955817609e-03,1.355668792833491509e-01
5.560614417418474620e-02,3.016850086534898501e-01
9.186449633832864947e-01,-5.320186146900963697e-01
3.890338646998088290e-01,5.866072370528709889e-01
2.962386734194979443e-01,9.314168961173230343e-01
2.985939420276907397e-01,1.042686113599969655e+00
3.281573571592770744e-01,9.177453078813703202e-01
9.140304448142524407e-01,-6.493863513983618718e-01
8.494649955015212139e-01,-8.174366316490603301e-01
2.970639639168836110e-01,9.439794955838484158e-01
8.671903520184484071e-01,-8.724085740511484666e-01
