8.029647659626133471e-01,-9.386309245158828141e-01
8.713829539137135649e-01,-8.499872488813696725e-01
8.563209908089393085e-01,-9.187740819289906824e-01
3.015626470780394808e-01,8.987097761817830488e-01
2.150061533092098021e-01,1.097560151435100106e+00
4.448794992383584557e-01,3.343421437495875392e-01
1.405790426601181142e-01,6.429253574696204288e-01
7.670920277517937480e-01,-8.671527474838234273e-01
3.760067921999395990e-01,4.271775625825912082e-01
3.737122019902083814e-01,7.658160786475110005e-01
3.709836782898494612e-01,7.072560265104197441e-01
3.812142518385367440e-01,7.457003709651709444e-01
4.146505502425290590e-01,4.323492929647405614e-01
6.215424645615964527e-01,-6.815517744125942912e-01
9.552902914060176220e-01,-2.507850582206281875e-01
4.825309514947433431e-01,-5.569187712869098916e-02
3.958533417046405933e-01,5.885724252863674399e-01
1.101993955819321469e-01,6.613267804136571115e-01
6.637205349813624089e-01,-9.174208478073864192e-01
1.740919249879346875e-02,1.945459311225337939e-01
